Article,Fig,X_axis_label,Rate,Pyruvate,NADH,Lactate,NAD,Raw_X_axis,Raw_Y_axis,Raw_Vmax
Zewe_Biochem_1965,Fig3,Lactate,-0.505826012,0.00E+00,0.00E+00,0.01707943,5.35E-04,0.58549965,0.170344105,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.338404097,0.00E+00,0.00E+00,0.008758904,5.35E-04,1.141695412,0.254620084,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.205897251,0.00E+00,0.00E+00,0.004349037,5.35E-04,2.29935958,0.418482904,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.143809769,0.00E+00,0.00E+00,0.002598652,5.35E-04,3.848149076,0.599155956,0.086164479
Zewe_Biochem_1965,Fig4,Pyruvate,0.29303717,0.000699441,3.20E-05,0,2.06E-03,0.14297123,0.33341801,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.246565214,0.000359853,3.20E-05,0,2.06E-03,0.27789134,0.39625975,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.200666243,0.00017695,3.20E-05,0,2.06E-03,0.56513135,0.48689739,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.11974422,8.98907E-05,3.20E-05,0,2.06E-03,1.11246165,0.81593809,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.082793774,5.94414E-05,3.20E-05,0,2.06E-03,1.68232987,1.18008716,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.327486385,0.000699799,3.20E-05,0,1.51E-03,0.14289827,0.29834483,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.290672536,0.000363279,3.20E-05,0,1.51E-03,0.27527016,0.33613038,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.230290924,0.000177776,3.20E-05,0,1.51E-03,0.56250497,0.42426279,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.14623489,8.99156E-05,3.20E-05,0,1.51E-03,1.1121542,0.66812968,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.097244376,5.93662E-05,3.20E-05,0,1.51E-03,1.68446121,1.00472515,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.533596604,0.000700974,3.20E-05,0,3.80E-04,0.14265856,0.18310437,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.360533041,0.000360191,3.20E-05,0,3.80E-04,0.27763078,0.27099838,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.332336296,0.000177862,3.20E-05,0,3.80E-04,0.56223399,0.29399097,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.171277651,8.91317E-05,3.20E-05,0,3.80E-04,1.1219354,0.57044144,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.099987204,5.94563E-05,3.20E-05,0,3.80E-04,1.68190778,0.97716374,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.695363151,0.000726862,3.20E-05,0,0.00E+00,0.13757776,0.14050769,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.563789733,0.00035724,3.20E-05,0,0.00E+00,0.27992366,0.17329842,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.384801297,0.000177888,3.20E-05,0,0.00E+00,0.56215061,0.25390733,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.229818809,8.93546E-05,3.20E-05,0,0.00E+00,1.11913704,0.42513435,0.09770387
Zewe_Biochem_1965,Fig4,Pyruvate,0.183918959,5.94891E-05,3.20E-05,0,0.00E+00,1.6809802,0.53123327,0.09770387
